Player,Team,Season,Date,Status,Opp,Injury,Week
DeMarcus Lawrence,DAL,2016,2016-12-01,Questionable,MIN,back,13
Sean Lee,DAL,2016,2016-12-01,Questionable,MIN,illness,13
Rolando McClain,DAL,2016,2016-12-01,Injured Reserve,MIN,Suspension,13
Darren McFadden,DAL,2016,2016-12-01,Injured Reserve,MIN,Elbow,13
Kellen Moore,DAL,2016,2016-12-01,Injured Reserve,MIN,Ankle,13
Jaylon Smith,DAL,2016,2016-12-01,Injured Reserve,MIN,Knee,13
Tyron Smith,DAL,2016,2016-12-01,Questionable,MIN,"back, Hip",13
Geoff Swaim,DAL,2016,2016-12-01,Injured Reserve,MIN,Pectoral,13
Charles Tapper,DAL,2016,2016-12-01,Injured Reserve,MIN,Back,13
Josh Thomas,DAL,2016,2016-12-01,Injured Reserve,MIN,Thumb,13
La'el Collins,DAL,2016,2016-12-11,Injured Reserve,NYG,Foot,14
Justin Durant,DAL,2016,2016-12-11,Questionable,NYG,hamstring,14
Chaz Green,DAL,2016,2016-12-11,Injured Reserve,NYG,Foot,14
James Hanna,DAL,2016,2016-12-11,Injured Reserve,NYG,Knee,14
DeMarcus Lawrence,DAL,2016,2016-12-11,Questionable,NYG,back,14
Rolando McClain,DAL,2016,2016-12-11,Injured Reserve,NYG,Suspension,14
Darren McFadden,DAL,2016,2016-12-11,Injured Reserve,NYG,Elbow,14
Kellen Moore,DAL,2016,2016-12-11,Injured Reserve,NYG,Ankle,14
Orlando Scandrick,DAL,2016,2016-12-11,Questionable,NYG,"foot, not injury related",14
Jaylon Smith,DAL,2016,2016-12-11,Injured Reserve,NYG,Knee,14
Tyron Smith,DAL,2016,2016-12-11,Questionable,NYG,back,14
Geoff Swaim,DAL,2016,2016-12-11,Injured Reserve,NYG,Pectoral,14
Charles Tapper,DAL,2016,2016-12-11,Injured Reserve,NYG,Back,14
Josh Thomas,DAL,2016,2016-12-11,Injured Reserve,NYG,Thumb,14
Dez Bryant,DAL,2016,2016-12-18,Questionable,TAM,back,15
La'el Collins,DAL,2016,2016-12-18,Injured Reserve,TAM,Foot,15
Chaz Green,DAL,2016,2016-12-18,Out,TAM,back,15
James Hanna,DAL,2016,2016-12-18,Injured Reserve,TAM,Knee,15
L.P. Ladouceur,DAL,2016,2016-12-18,Questionable,TAM,knee,15
DeMarcus Lawrence,DAL,2016,2016-12-18,Out,TAM,back,15
Sean Lee,DAL,2016,2016-12-18,Questionable,TAM,knee,15
Rolando McClain,DAL,2016,2016-12-18,Injured Reserve,TAM,Suspension,15
Kellen Moore,DAL,2016,2016-12-18,Injured Reserve,TAM,Ankle,15
Orlando Scandrick,DAL,2016,2016-12-18,Questionable,TAM,"foot, not injury related",15
Jaylon Smith,DAL,2016,2016-12-18,Injured Reserve,TAM,Knee,15
Tyron Smith,DAL,2016,2016-12-18,Questionable,TAM,"back, knee",15
Geoff Swaim,DAL,2016,2016-12-18,Injured Reserve,TAM,Pectoral,15
Charles Tapper,DAL,2016,2016-12-18,Injured Reserve,TAM,Back,15
Josh Thomas,DAL,2016,2016-12-18,Injured Reserve,TAM,Thumb,15
Cedric Thornton,DAL,2016,2016-12-18,Questionable,TAM,ankle,15
Dez Bryant,DAL,2016,2016-12-26,Questionable,DET,back,16
La'el Collins,DAL,2016,2016-12-26,Injured Reserve,DET,Foot,16
Tyrone Crawford,DAL,2016,2016-12-26,Doubtful,DET,foot,16
Justin Durant,DAL,2016,2016-12-26,Out,DET,elbow,16
Chaz Green,DAL,2016,2016-12-26,Injured Reserve,DET,Foot,16
James Hanna,DAL,2016,2016-12-26,Injured Reserve,DET,Knee,16
DeMarcus Lawrence,DAL,2016,2016-12-26,Out,DET,back,16
Sean Lee,DAL,2016,2016-12-26,Questionable,DET,knee,16
Rolando McClain,DAL,2016,2016-12-26,Injured Reserve,DET,Suspension,16
Kellen Moore,DAL,2016,2016-12-26,Injured Reserve,DET,Ankle,16
Jaylon Smith,DAL,2016,2016-12-26,Injured Reserve,DET,Knee,16
Tyron Smith,DAL,2016,2016-12-26,Questionable,DET,"back, knee",16
Geoff Swaim,DAL,2016,2016-12-26,Injured Reserve,DET,Pectoral,16
Charles Tapper,DAL,2016,2016-12-26,Injured Reserve,DET,Back,16
Josh Thomas,DAL,2016,2016-12-26,Injured Reserve,DET,Thumb,16
Cedric Thornton,DAL,2016,2016-12-26,Out,DET,ankle,16
Anthony Brown,DAL,2016,2017-01-01,Questionable,PHI,concussion,17
La'el Collins,DAL,2016,2017-01-01,Injured Reserve,PHI,Foot,17
Tyrone Crawford,DAL,2016,2017-01-01,Out,PHI,"shoulder, hamstring",17
Ryan Davis,DAL,2016,2017-01-01,Injured Reserve,PHI,Knee,17
Justin Durant,DAL,2016,2017-01-01,Out,PHI,elbow,17
Chaz Green,DAL,2016,2017-01-01,Injured Reserve,PHI,Foot,17
Randy Gregory,DAL,2016,2017-01-01,Questionable,PHI,abdomen,17
James Hanna,DAL,2016,2017-01-01,Injured Reserve,PHI,Knee,17
DeMarcus Lawrence,DAL,2016,2017-01-01,Out,PHI,back,17
Sean Lee,DAL,2016,2017-01-01,Questionable,PHI,knee,17
Rolando McClain,DAL,2016,2017-01-01,Injured Reserve,PHI,Suspension,17
Kellen Moore,DAL,2016,2017-01-01,Injured Reserve,PHI,Ankle,17
Jaylon Smith,DAL,2016,2017-01-01,Injured Reserve,PHI,Knee,17
Tyron Smith,DAL,2016,2017-01-01,Questionable,PHI,knee,17
Geoff Swaim,DAL,2016,2017-01-01,Injured Reserve,PHI,Pectoral,17
Charles Tapper,DAL,2016,2017-01-01,Injured Reserve,PHI,Back,17
Josh Thomas,DAL,2016,2017-01-01,Injured Reserve,PHI,Thumb,17
Cedric Thornton,DAL,2016,2017-01-01,Out,PHI,ankle,17
Sam Brenner,DEN,2016,2016-09-08,Injured Reserve,CAR,Concussion,1
James Ferentz,DEN,2016,2016-09-08,Questionable,CAR,knee,1
Bennie Fowler,DEN,2016,2016-09-08,Out,CAR,elbow,1
Garrett Graham,DEN,2016,2016-09-08,Injured Reserve,CAR,Shoulder,1
Jeff Heuerman,DEN,2016,2016-09-08,Questionable,CAR,ankle,1
Ty Sambrailo,DEN,2016,2016-09-08,Questionable,CAR,elbow,1
Vance Walker,DEN,2016,2016-09-08,Injured Reserve,CAR,Knee,1
Sam Brenner,DEN,2016,2016-09-18,Injured Reserve,IND,Concussion,2
Bennie Fowler,DEN,2016,2016-09-18,Out,IND,elbow,2
Garrett Graham,DEN,2016,2016-09-18,Injured Reserve,IND,Shoulder,2
Virgil Green,DEN,2016,2016-09-18,day-to-day,IND,calf,2
Ty Sambrailo,DEN,2016,2016-09-18,Questionable,IND,elbow,2
Demaryius Thomas,DEN,2016,2016-09-18,Questionable,IND,Hip,2
Vance Walker,DEN,2016,2016-09-18,Injured Reserve,IND,Knee,2
DeMarcus Ware,DEN,2016,2016-09-18,day-to-day,IND,fractured  forearm,2
Derek Wolfe,DEN,2016,2016-09-18,Questionable,IND,neck,2
Sam Brenner,DEN,2016,2016-09-25,Injured Reserve,CIN,Concussion,3
Bennie Fowler,DEN,2016,2016-09-25,Questionable,CIN,elbow,3
Garrett Graham,DEN,2016,2016-09-25,Injured Reserve,CIN,Shoulder,3
Virgil Green,DEN,2016,2016-09-25,Out,CIN,calf,3
Corey Nelson,DEN,2016,2016-09-25,Questionable,CIN,ankle,3
Justin Simmons,DEN,2016,2016-09-25,Questionable,CIN,hand,3
Donald Stephenson,DEN,2016,2016-09-25,Out,CIN,calf,3
Vance Walker,DEN,2016,2016-09-25,Injured Reserve,CIN,Knee,3
DeMarcus Ware,DEN,2016,2016-09-25,Out,CIN,forearm,3
Sam Brenner,DEN,2016,2016-10-02,Injured Reserve,TAM,Concussion,4
Garrett Graham,DEN,2016,2016-10-02,Injured Reserve,TAM,Shoulder,4
Virgil Green,DEN,2016,2016-10-02,Out,TAM,calf,4
Trevor Siemian,DEN,2016,2016-10-02,day-to-day,TAM,sprained  shoulder,4
Donald Stephenson,DEN,2016,2016-10-02,Out,TAM,calf,4
Vance Walker,DEN,2016,2016-10-02,Injured Reserve,TAM,Knee,4
DeMarcus Ware,DEN,2016,2016-10-02,Out,TAM,forearm,4
Sam Brenner,DEN,2016,2016-10-09,Injured Reserve,ATL,Concussion,5
Garrett Graham,DEN,2016,2016-10-09,Injured Reserve,ATL,Shoulder,5
Virgil Green,DEN,2016,2016-10-09,Questionable,ATL,calf,5
Trevor Siemian,DEN,2016,2016-10-09,Questionable,ATL, shoulder,5
Donald Stephenson,DEN,2016,2016-10-09,Questionable,ATL,calf,5
Vance Walker,DEN,2016,2016-10-09,Injured Reserve,ATL,Knee,5
DeMarcus Ware,DEN,2016,2016-10-09,Out,ATL,forearm,5
Sam Brenner,DEN,2016,2016-10-13,Injured Reserve,SDG,Concussion,6
Garrett Graham,DEN,2016,2016-10-13,Injured Reserve,SDG,Shoulder,6
Virgil Green,DEN,2016,2016-10-13,day-to-day,SDG,calf,6
Trevor Siemian,DEN,2016,2016-10-13,Questionable,SDG, shoulder,6
Vance Walker,DEN,2016,2016-10-13,Injured Reserve,SDG,Knee,6
DeMarcus Ware,DEN,2016,2016-10-13,Out,SDG,forearm,6
Sam Brenner,DEN,2016,2016-10-24,Injured Reserve,HOU,Concussion,7
Garrett Graham,DEN,2016,2016-10-24,Injured Reserve,HOU,Shoulder,7
Virgil Green,DEN,2016,2016-10-24,day-to-day,HOU,calf,7
Trevor Siemian,DEN,2016,2016-10-24,day-to-day,HOU,sprained  shoulder,7
Vance Walker,DEN,2016,2016-10-24,Injured Reserve,HOU,Knee,7
DeMarcus Ware,DEN,2016,2016-10-24,day-to-day,HOU,fractured  forearm,7
C.J. Anderson,DEN,2016,2016-10-30,Injured Reserve,SDG,Knee,8
Sam Brenner,DEN,2016,2016-10-30,Injured Reserve,SDG,Concussion,8
Garrett Graham,DEN,2016,2016-10-30,Injured Reserve,SDG,Shoulder,8
Virgil Green,DEN,2016,2016-10-30,day-to-day,SDG,calf,8
Brandon Marshall,DEN,2016,2016-10-30,Questionable,SDG,hamstring,8
Matt Paradis,DEN,2016,2016-10-30,Questionable,SDG,Hip,8
Trevor Siemian,DEN,2016,2016-10-30,day-to-day,SDG,sprained  shoulder,8
Aqib Talib,DEN,2016,2016-10-30,Questionable,SDG,lower back,8
Vance Walker,DEN,2016,2016-10-30,Injured Reserve,SDG,Knee,8
DeMarcus Ware,DEN,2016,2016-10-30,Questionable,SDG,forearm,8
C.J. Anderson,DEN,2016,2016-11-06,Injured Reserve,OAK,Knee,9
Sam Brenner,DEN,2016,2016-11-06,Injured Reserve,OAK,Concussion,9
Garrett Graham,DEN,2016,2016-11-06,Injured Reserve,OAK,Shoulder,9
Virgil Green,DEN,2016,2016-11-06,day-to-day,OAK,calf,9
Trevor Siemian,DEN,2016,2016-11-06,day-to-day,OAK,sprained  shoulder,9
Vance Walker,DEN,2016,2016-11-06,Injured Reserve,OAK,Knee,9
DeMarcus Ware,DEN,2016,2016-11-06,day-to-day,OAK,fractured  forearm,9
C.J. Anderson,DEN,2016,2016-11-13,Injured Reserve,NOR,Knee,10
Sam Brenner,DEN,2016,2016-11-13,Injured Reserve,NOR,Concussion,10
Garrett Graham,DEN,2016,2016-11-13,Injured Reserve,NOR,Shoulder,10
Virgil Green,DEN,2016,2016-11-13,day-to-day,NOR,calf,10
Trevor Siemian,DEN,2016,2016-11-13,day-to-day,NOR,sprained  shoulder,10
Vance Walker,DEN,2016,2016-11-13,Injured Reserve,NOR,Knee,10
DeMarcus Ware,DEN,2016,2016-11-13,day-to-day,NOR,fractured  forearm,10
C.J. Anderson,DEN,2016,2016-11-27,Injured Reserve,KAN,Knee,12
Sam Brenner,DEN,2016,2016-11-27,Injured Reserve,KAN,Concussion,12
Garrett Graham,DEN,2016,2016-11-27,Injured Reserve,KAN,Shoulder,12
Virgil Green,DEN,2016,2016-11-27,day-to-day,KAN,calf,12
Casey Kreiter,DEN,2016,2016-11-27,Injured Reserve,KAN,Calf,12
Trevor Siemian,DEN,2016,2016-11-27,day-to-day,KAN,sprained  shoulder,12
Vance Walker,DEN,2016,2016-11-27,Injured Reserve,KAN,Knee,12
DeMarcus Ware,DEN,2016,2016-11-27,day-to-day,KAN,fractured  forearm,12
C.J. Anderson,DEN,2016,2016-12-04,Injured Reserve,JAX,Knee,13
Sam Brenner,DEN,2016,2016-12-04,Injured Reserve,JAX,Concussion,13
Bennie Fowler,DEN,2016,2016-12-04,Out,JAX,knee,13
Garrett Graham,DEN,2016,2016-12-04,Injured Reserve,JAX,Shoulder,13
Virgil Green,DEN,2016,2016-12-04,day-to-day,JAX,calf,13
Andy Janovich,DEN,2016,2016-12-04,Out,JAX,ankle,13
Casey Kreiter,DEN,2016,2016-12-04,Injured Reserve,JAX,Calf,13
Trevor Siemian,DEN,2016,2016-12-04,Out,JAX,sprained  foot,13
Vance Walker,DEN,2016,2016-12-04,Injured Reserve,JAX,Knee,13
DeMarcus Ware,DEN,2016,2016-12-04,day-to-day,JAX,fractured  forearm,13
C.J. Anderson,DEN,2016,2016-12-11,Injured Reserve,TEN,Knee,14
Kapri Bibbs,DEN,2016,2016-12-11,Injured Reserve,TEN,Ankle,14
Sam Brenner,DEN,2016,2016-12-11,Injured Reserve,TEN,Concussion,14
Marlon Brown,DEN,2016,2016-12-11,Injured Reserve,TEN,Undisclosed,14
Bennie Fowler,DEN,2016,2016-12-11,Questionable,TEN,knee,14
Garrett Graham,DEN,2016,2016-12-11,Injured Reserve,TEN,Shoulder,14
Virgil Green,DEN,2016,2016-12-11,day-to-day,TEN,calf,14
Andy Janovich,DEN,2016,2016-12-11,Injured Reserve,TEN,Ankle,14
Casey Kreiter,DEN,2016,2016-12-11,Injured Reserve,TEN,Calf,14
Brandon Marshall,DEN,2016,2016-12-11,Out,TEN,hamstring,14
Trevor Siemian,DEN,2016,2016-12-11,Questionable,TEN,foot,14
Vance Walker,DEN,2016,2016-12-11,Injured Reserve,TEN,Knee,14
DeMarcus Ware,DEN,2016,2016-12-11,day-to-day,TEN,fractured  forearm,14
C.J. Anderson,DEN,2016,2016-12-18,Injured Reserve,NWE,Knee,15
Kapri Bibbs,DEN,2016,2016-12-18,Injured Reserve,NWE,Ankle,15
Sam Brenner,DEN,2016,2016-12-18,Injured Reserve,NWE,Concussion,15
Marlon Brown,DEN,2016,2016-12-18,Injured Reserve,NWE,Undisclosed,15
Todd Davis,DEN,2016,2016-12-18,Questionable,NWE,rib cage,15
Garrett Graham,DEN,2016,2016-12-18,Injured Reserve,NWE,Shoulder,15
Virgil Green,DEN,2016,2016-12-18,day-to-day,NWE,calf,15
Andy Janovich,DEN,2016,2016-12-18,Injured Reserve,NWE,Ankle,15
Casey Kreiter,DEN,2016,2016-12-18,Injured Reserve,NWE,Calf,15
Brandon Marshall,DEN,2016,2016-12-18,Out,NWE,hamstring,15
Trevor Siemian,DEN,2016,2016-12-18,day-to-day,NWE,sprained  shoulder,15
Vance Walker,DEN,2016,2016-12-18,Injured Reserve,NWE,Knee,15
DeMarcus Ware,DEN,2016,2016-12-18,day-to-day,NWE,fractured  forearm,15
C.J. Anderson,DEN,2016,2016-12-25,Injured Reserve,KAN,Knee,16
Kapri Bibbs,DEN,2016,2016-12-25,Injured Reserve,KAN,Ankle,16
Sam Brenner,DEN,2016,2016-12-25,Injured Reserve,KAN,Concussion,16
Marlon Brown,DEN,2016,2016-12-25,Injured Reserve,KAN,Undisclosed,16
A.J. Derby,DEN,2016,2016-12-25,Out,KAN,concussion,16
Garrett Graham,DEN,2016,2016-12-25,Injured Reserve,KAN,Shoulder,16
Virgil Green,DEN,2016,2016-12-25,Out,KAN,concussion,16
Andy Janovich,DEN,2016,2016-12-25,Injured Reserve,KAN,Ankle,16
Casey Kreiter,DEN,2016,2016-12-25,Injured Reserve,KAN,Calf,16
Brandon Marshall,DEN,2016,2016-12-25,Out,KAN,hamstring,16
Trevor Siemian,DEN,2016,2016-12-25,day-to-day,KAN,sprained  shoulder,16
Vance Walker,DEN,2016,2016-12-25,Injured Reserve,KAN,Knee,16
T.J. Ward,DEN,2016,2016-12-25,Out,KAN,concussion,16
DeMarcus Ware,DEN,2016,2016-12-25,day-to-day,KAN,fractured  forearm,16
C.J. Anderson,DEN,2016,2017-01-01,Injured Reserve,OAK,Knee,17
Kapri Bibbs,DEN,2016,2017-01-01,Injured Reserve,OAK,Ankle,17
Sam Brenner,DEN,2016,2017-01-01,Injured Reserve,OAK,Concussion,17
Marlon Brown,DEN,2016,2017-01-01,Injured Reserve,OAK,Undisclosed,17
A.J. Derby,DEN,2016,2017-01-01,Out,OAK,concussion,17
Garrett Graham,DEN,2016,2017-01-01,Injured Reserve,OAK,Shoulder,17
Virgil Green,DEN,2016,2017-01-01,day-to-day,OAK,calf,17
Andy Janovich,DEN,2016,2017-01-01,Injured Reserve,OAK,Ankle,17
Casey Kreiter,DEN,2016,2017-01-01,Injured Reserve,OAK,Calf,17
Brandon Marshall,DEN,2016,2017-01-01,Questionable,OAK,hamstring,17
Trevor Siemian,DEN,2016,2017-01-01,day-to-day,OAK,sprained  shoulder,17
Vance Walker,DEN,2016,2017-01-01,Injured Reserve,OAK,Knee,17
T.J. Ward,DEN,2016,2017-01-01,Out,OAK,concussion,17
DeMarcus Ware,DEN,2016,2017-01-01,Injured Reserve,OAK,Back,17
Kayvon Webster,DEN,2016,2017-01-01,Injured Reserve,OAK,Concussion,17
Derek Wolfe,DEN,2016,2017-01-01,Out,OAK,neck,17
Jonathan Bostic,DET,2016,2016-09-11,Injured Reserve,IND,Foot,1
Josh Bynes,DET,2016,2016-09-11,Injured Reserve,IND,Knee,1
Eric Ebron,DET,2016,2016-09-11,Questionable,IND,ankle,1
Corey Fuller,DET,2016,2016-09-11,Injured Reserve,IND,Foot,1
Graham Glasgow,DET,2016,2016-09-11,Questionable,IND,toe,1
Jimmy Landes,DET,2016,2016-09-11,Injured Reserve,IND,Shoulder,1
Brandon Pettigrew,DET,2016,2016-09-11,Injured Reserve,IND,Knee,1
Corey Robinson,DET,2016,2016-09-11,Questionable,IND,ankle,1
Ryan Spadola,DET,2016,2016-09-11,Injured Reserve,IND,Pectoral,1
Golden Tate,DET,2016,2016-09-11,Questionable,IND,ankle,1
Ian Wells,DET,2016,2016-09-11,Injured Reserve,IND,Knee,1
Tim Wright,DET,2016,2016-09-11,Injured Reserve,IND,Knee,1
Adairius Barnes,DET,2016,2016-09-18,Questionable,TEN,ankle,2
Jonathan Bostic,DET,2016,2016-09-18,Injured Reserve,TEN,Foot,2
Josh Bynes,DET,2016,2016-09-18,Injured Reserve,TEN,Knee,2
Corey Fuller,DET,2016,2016-09-18,Injured Reserve,TEN,Foot,2
Jimmy Landes,DET,2016,2016-09-18,Injured Reserve,TEN,Shoulder,2
DeAndre Levy,DET,2016,2016-09-18,Doubtful,TEN,quadriceps,2
Brandon Pettigrew,DET,2016,2016-09-18,Injured Reserve,TEN,Knee,2
Ryan Spadola,DET,2016,2016-09-18,Injured Reserve,TEN,Pectoral,2
Ian Wells,DET,2016,2016-09-18,Injured Reserve,TEN,Knee,2
Cole Wick,DET,2016,2016-09-18,Questionable,TEN,shoulder,2
Tim Wright,DET,2016,2016-09-18,Injured Reserve,TEN,Knee,2
Ameer Abdullah,DET,2016,2016-09-25,Injured Reserve,GNB,Foot,3
Adairius Barnes,DET,2016,2016-09-25,Questionable,GNB,ankle,3
Jonathan Bostic,DET,2016,2016-09-25,Injured Reserve,GNB,Foot,3
Josh Bynes,DET,2016,2016-09-25,Injured Reserve,GNB,Knee,3
Eric Ebron,DET,2016,2016-09-25,Questionable,GNB,back,3
Corey Fuller,DET,2016,2016-09-25,Injured Reserve,GNB,Foot,3
Jimmy Landes,DET,2016,2016-09-25,Injured Reserve,GNB,Shoulder,3
DeAndre Levy,DET,2016,2016-09-25,Doubtful,GNB,quadriceps,3
Brandon Pettigrew,DET,2016,2016-09-25,Injured Reserve,GNB,Knee,3
Ryan Spadola,DET,2016,2016-09-25,Injured Reserve,GNB,Pectoral,3
Devin Taylor,DET,2016,2016-09-25,Questionable,GNB,ankle,3
Ian Wells,DET,2016,2016-09-25,Injured Reserve,GNB,Knee,3
Antwione Williams,DET,2016,2016-09-25,Doubtful,GNB,hamstring,3
Tim Wright,DET,2016,2016-09-25,Injured Reserve,GNB,Knee,3
Ameer Abdullah,DET,2016,2016-10-02,Injured Reserve,CHI,Foot,4
Adairius Barnes,DET,2016,2016-10-02,Questionable,CHI,ankle,4
Jonathan Bostic,DET,2016,2016-10-02,Injured Reserve,CHI,Foot,4
Josh Bynes,DET,2016,2016-10-02,Injured Reserve,CHI,Knee,4
Eric Ebron,DET,2016,2016-10-02,Questionable,CHI,ankle,4
Corey Fuller,DET,2016,2016-10-02,Injured Reserve,CHI,Foot,4
Marvin Jones,DET,2016,2016-10-02,Questionable,CHI,hamstring,4
Jimmy Landes,DET,2016,2016-10-02,Injured Reserve,CHI,Shoulder,4
DeAndre Levy,DET,2016,2016-10-02,Out,CHI,quadriceps,4
Brandon Pettigrew,DET,2016,2016-10-02,Injured Reserve,CHI,Knee,4
Ryan Spadola,DET,2016,2016-10-02,Injured Reserve,CHI,Pectoral,4
Devin Taylor,DET,2016,2016-10-02,Questionable,CHI,ankle,4
Dwayne Washington,DET,2016,2016-10-02,day-to-day,CHI,ankle,4
Ian Wells,DET,2016,2016-10-02,Injured Reserve,CHI,Knee,4
Antwione Williams,DET,2016,2016-10-02,Questionable,CHI,hamstring,4
Tavon Wilson,DET,2016,2016-10-02,Questionable,CHI,neck,4
Tim Wright,DET,2016,2016-10-02,Injured Reserve,CHI,Knee,4
Ameer Abdullah,DET,2016,2016-10-09,Injured Reserve,PHI,Foot,5
Jonathan Bostic,DET,2016,2016-10-09,Injured Reserve,PHI,Foot,5
Josh Bynes,DET,2016,2016-10-09,Injured Reserve,PHI,Knee,5
Don Carey,DET,2016,2016-10-09,Questionable,PHI,ribs,5
Eric Ebron,DET,2016,2016-10-09,Out,PHI,"ankle, knee",5
Corey Fuller,DET,2016,2016-10-09,Injured Reserve,PHI,Foot,5
Wallace Gilberry,DET,2016,2016-10-09,Injured Reserve,PHI,Abdomen,5
Marvin Jones,DET,2016,2016-10-09,Questionable,PHI,foot,5
Jimmy Landes,DET,2016,2016-10-09,Injured Reserve,PHI,Shoulder,5
DeAndre Levy,DET,2016,2016-10-09,Out,PHI,"knee, quadriceps",5
Brandon Pettigrew,DET,2016,2016-10-09,Injured Reserve,PHI,Knee,5
Ryan Spadola,DET,2016,2016-10-09,Injured Reserve,PHI,Pectoral,5
Dwayne Washington,DET,2016,2016-10-09,Doubtful,PHI,ankle,5
Ian Wells,DET,2016,2016-10-09,Injured Reserve,PHI,Knee,5
Tavon Wilson,DET,2016,2016-10-09,Questionable,PHI,neck,5
Tim Wright,DET,2016,2016-10-09,Injured Reserve,PHI,Knee,5
Ameer Abdullah,DET,2016,2016-10-16,Injured Reserve,LAR,Foot,6
Anquan Boldin,DET,2016,2016-10-16,Questionable,LAR,ankle,6
Jonathan Bostic,DET,2016,2016-10-16,Injured Reserve,LAR,Foot,6
Josh Bynes,DET,2016,2016-10-16,Injured Reserve,LAR,Knee,6
Don Carey,DET,2016,2016-10-16,Questionable,LAR,ribs,6
Eric Ebron,DET,2016,2016-10-16,Out,LAR,"ankle, knee",6
Corey Fuller,DET,2016,2016-10-16,Injured Reserve,LAR,Foot,6
Wallace Gilberry,DET,2016,2016-10-16,Injured Reserve,LAR,Abdomen,6
Jimmy Landes,DET,2016,2016-10-16,Injured Reserve,LAR,Shoulder,6
DeAndre Levy,DET,2016,2016-10-16,Out,LAR,"knee, quadriceps",6
Haloti Ngata,DET,2016,2016-10-16,Out,LAR,shoulder,6
Brandon Pettigrew,DET,2016,2016-10-16,Injured Reserve,LAR,Knee,6
Theo Riddick,DET,2016,2016-10-16,Out,LAR,ankle,6
A'Shawn Robinson,DET,2016,2016-10-16,Questionable,LAR,shoulder,6
Ryan Spadola,DET,2016,2016-10-16,Injured Reserve,LAR,Pectoral,6
Laken Tomlinson,DET,2016,2016-10-16,Questionable,LAR,neck,6
Dwayne Washington,DET,2016,2016-10-16,Questionable,LAR,ankle,6
Ian Wells,DET,2016,2016-10-16,Injured Reserve,LAR,Knee,6
Tim Wright,DET,2016,2016-10-16,Injured Reserve,LAR,Knee,6
Ameer Abdullah,DET,2016,2016-10-23,Injured Reserve,WAS,Foot,7
Jonathan Bostic,DET,2016,2016-10-23,Injured Reserve,WAS,Foot,7
Josh Bynes,DET,2016,2016-10-23,Injured Reserve,WAS,Knee,7
Eric Ebron,DET,2016,2016-10-23,Out,WAS,"ankle, knee",7
Corey Fuller,DET,2016,2016-10-23,Injured Reserve,WAS,Foot,7
Wallace Gilberry,DET,2016,2016-10-23,Injured Reserve,WAS,Abdomen,7
Jimmy Landes,DET,2016,2016-10-23,Injured Reserve,WAS,Shoulder,7
DeAndre Levy,DET,2016,2016-10-23,Out,WAS,"knee, quadriceps",7
Haloti Ngata,DET,2016,2016-10-23,Out,WAS,shoulder,7
Brandon Pettigrew,DET,2016,2016-10-23,Injured Reserve,WAS,Knee,7
Theo Riddick,DET,2016,2016-10-23,Out,WAS,ankle,7
Corey Robinson,DET,2016,2016-10-23,Out,WAS,ankle,7
Ryan Spadola,DET,2016,2016-10-23,Injured Reserve,WAS,Pectoral,7
Dwayne Washington,DET,2016,2016-10-23,Questionable,WAS,ankle,7
Ian Wells,DET,2016,2016-10-23,Injured Reserve,WAS,Knee,7
Tahir Whitehead,DET,2016,2016-10-23,Questionable,WAS,abdomen,7
Tim Wright,DET,2016,2016-10-23,Injured Reserve,WAS,Knee,7
Ameer Abdullah,DET,2016,2016-10-30,Injured Reserve,HOU,Foot,8
Jonathan Bostic,DET,2016,2016-10-30,Injured Reserve,HOU,Foot,8
Eric Ebron,DET,2016,2016-10-30,Questionable,HOU,"ankle, knee",8
Corey Fuller,DET,2016,2016-10-30,Injured Reserve,HOU,Foot,8
Wallace Gilberry,DET,2016,2016-10-30,Injured Reserve,HOU,Abdomen,8
Jimmy Landes,DET,2016,2016-10-30,Injured Reserve,HOU,Shoulder,8
Nevin Lawson,DET,2016,2016-10-30,Questionable,HOU,foot,8
DeAndre Levy,DET,2016,2016-10-30,Out,HOU,"knee, quadriceps",8
Haloti Ngata,DET,2016,2016-10-30,Questionable,HOU,shoulder,8
Brandon Pettigrew,DET,2016,2016-10-30,Injured Reserve,HOU,Knee,8
Corey Robinson,DET,2016,2016-10-30,Questionable,HOU,ankle,8
Darius Slay,DET,2016,2016-10-30,Out,HOU,hamstring,8
Ryan Spadola,DET,2016,2016-10-30,Injured Reserve,HOU,Pectoral,8
Dwayne Washington,DET,2016,2016-10-30,day-to-day,HOU,ankle,8
Ian Wells,DET,2016,2016-10-30,Injured Reserve,HOU,Knee,8
Cole Wick,DET,2016,2016-10-30,Injured Reserve,HOU,Knee,8
Tim Wright,DET,2016,2016-10-30,Injured Reserve,HOU,Knee,8
Ameer Abdullah,DET,2016,2016-11-06,Injured Reserve,MIN,Foot,9
Adairius Barnes,DET,2016,2016-11-06,Questionable,MIN,hamstring,9
Jonathan Bostic,DET,2016,2016-11-06,Injured Reserve,MIN,Foot,9
Taylor Decker,DET,2016,2016-11-06,Questionable,MIN,ribs,9
Corey Fuller,DET,2016,2016-11-06,Injured Reserve,MIN,Foot,9
Wallace Gilberry,DET,2016,2016-11-06,Injured Reserve,MIN,Abdomen,9
Jimmy Landes,DET,2016,2016-11-06,Injured Reserve,MIN,Shoulder,9
DeAndre Levy,DET,2016,2016-11-06,Out,MIN,"knee, quadriceps",9
Haloti Ngata,DET,2016,2016-11-06,Questionable,MIN,shoulder,9
