Player,Team,Season,Player_Address,09/09vs. WAS,09/16vs. LAR,09/23vs. CHI,09/30vs. SEA,10/07vs. SFO,10/14vs. MIN,10/18vs. DEN,10/28vs. SFO,11/11vs. KAN,11/18vs. OAK,11/25vs. LAC,12/02vs. GNB,12/09vs. DET,12/16vs. ATL,12/23vs. LAR,12/30vs. SEA,Player_Address,09/06vs. PHI,09/16vs. CAR,09/23vs. NOR,09/30vs. CIN,10/07vs. PIT,10/14vs. TAM,10/22vs. NYG,11/04vs. WAS,11/11vs. CLE,11/18vs. DAL,11/22vs. NOR,12/02vs. BAL,12/09vs. GNB,12/16vs. ARI,12/23vs. CAR,12/30vs. TAM,Player_Address,09/09vs. BUF,09/13vs. CIN,09/23vs. DEN,09/30vs. PIT,10/07vs. CLE,10/14vs. TEN,10/21vs. NOR,10/28vs. CAR,11/04vs. PIT,11/18vs. CIN,11/25vs. OAK,12/02vs. ATL,12/09vs. KAN,12/16vs. TAM,12/22vs. LAC,12/30vs. CLE,01/06vs. LAC,09/09vs. BAL,09/16vs. LAC,09/23vs. MIN,09/30vs. GNB,10/07vs. TEN,10/14vs. HOU,10/21vs. IND,10/29vs. NWE,11/04vs. CHI,11/11vs. NYJ,11/25vs. JAX,12/02vs. MIA,12/09vs. NYJ,12/16vs. DET,12/23vs. NWE,12/30vs. MIA,Player_Address,09/09vs. DAL,09/16vs. ATL,09/23vs. CIN,10/07vs. NYG,10/14vs. WAS,10/21vs. PHI,10/28vs. BAL,11/04vs. TAM,11/08vs. PIT,11/18vs. DET,11/25vs. SEA,12/02vs. TAM,12/09vs. CLE,12/17vs. NOR,12/23vs. ATL,12/30vs. NOR,Player_Address,09/09vs. GNB,09/17vs. SEA,09/23vs. ARI,09/30vs. TAM,10/14vs. MIA,10/21vs. NWE,10/28vs. NYJ,11/04vs. BUF,11/11vs. DET,11/18vs. MIN,11/22vs. DET,12/02vs. NYG,12/09vs. LAR,12/16vs. GNB,12/23vs. SFO,12/30vs. MIN,01/06vs. PHI,Player_Address,09/09vs. IND,09/13vs. BAL,09/23vs. CAR,09/30vs. ATL,10/07vs. MIA,10/14vs. PIT,10/21vs. KAN,10/28vs. TAM,11/11vs. NOR,11/18vs. BAL,11/25vs. CLE,12/02vs. DEN,12/09vs. LAC,12/16vs. OAK,12/23vs. CLE,12/30vs. PIT,Player_Address,09/09vs. PIT,09/16vs. NOR,09/20vs. NYJ,09/30vs. OAK,10/07vs. BAL,10/14vs. LAC,10/21vs. TAM,10/28vs. PIT,11/04vs. KAN,11/11vs. ATL,11/25vs. CIN,12/02vs. HOU,12/09vs. CAR,12/15vs. DEN,12/23vs. CIN,12/30vs. BAL,09/09vs. CAR,09/16vs. NYG,09/23vs. SEA,09/30vs. DET,10/07vs. HOU,10/14vs. JAX,10/21vs. WAS,11/05vs. TEN,11/11vs. PHI,11/18vs. ATL,11/22vs. WAS,11/29vs. NOR,12/09vs. PHI,12/16vs. IND,12/23vs. TAM,12/30vs. NYG,01/05vs. SEA,01/12vs. LAR,Player_Address,09/09vs. SEA,09/16vs. OAK,09/23vs. BAL,10/01vs. KAN,10/07vs. NYJ,10/14vs. LAR,10/18vs. ARI,10/28vs. KAN,11/04vs. HOU,11/18vs. LAC,11/25vs. PIT,12/02vs. CIN,12/09vs. SFO,12/15vs. CLE,12/24vs. OAK,12/30vs. LAC,Player_Address,09/10vs. NYJ,09/16vs. SFO,09/23vs. NWE,09/30vs. DAL,10/07vs. GNB,10/21vs. MIA,10/28vs. SEA,11/04vs. MIN,11/11vs. CHI,11/18vs. CAR,11/22vs. CHI,12/02vs. LAR,12/09vs. ARI,12/16vs. BUF,12/23vs. MIN,12/30vs. GNB,09/09vs. CHI,09/16vs. MIN,09/23vs. WAS,09/30vs. BUF,10/07vs. DET,10/15vs. SFO,10/28vs. LAR,11/04vs. NWE,11/11vs. MIA,11/15vs. SEA,11/25vs. MIN,12/02vs. ARI,12/09vs. ATL,12/16vs. CHI,12/23vs. NYJ,12/30vs. DET,Player_Address,09/09vs. NWE,09/16vs. TEN,09/23vs. NYG,09/30vs. IND,10/07vs. DAL,10/14vs. BUF,10/21vs. JAX,10/25vs. MIA,11/04vs. DEN,11/18vs. WAS,11/26vs. TEN,12/02vs. CLE,12/09vs. IND,12/15vs. NYJ,12/23vs. PHI,12/30vs. JAX,01/05vs. IND,09/09vs. CIN,09/16vs. WAS,09/23vs. PHI,09/30vs. HOU,10/04vs. NWE,10/14vs. NYJ,10/21vs. BUF,10/28vs. OAK,11/11vs. JAX,11/18vs. TEN,11/25vs. MIA,12/02vs. JAX,12/09vs. HOU,12/16vs. DAL,12/23vs. NYG,12/30vs. TEN,01/05vs. HOU,01/12vs. KAN,Player_Address,09/09vs. NYG,09/16vs. NWE,09/23vs. TEN,09/30vs. NYJ,10/07vs. KAN,10/14vs. DAL,10/21vs. HOU,10/28vs. PHI,11/11vs. IND,11/18vs. PIT,11/25vs. BUF,12/02vs. IND,12/06vs. TEN,12/16vs. WAS,12/23vs. MIA,12/30vs. HOU,Player_Address,09/09vs. LAC,09/16vs. PIT,09/23vs. SFO,10/01vs. DEN,10/07vs. JAX,10/14vs. NWE,10/21vs. CIN,10/28vs. DEN,11/04vs. CLE,11/11vs. ARI,11/19vs. LAR,12/02vs. OAK,12/09vs. BAL,12/13vs. LAC,12/23vs. SEA,12/30vs. OAK,01/12vs. IND,01/20vs. NWE,09/09vs. KAN,09/16vs. BUF,09/23vs. LAR,09/30vs. SFO,10/07vs. OAK,10/14vs. CLE,10/21vs. TEN,11/04vs. SEA,11/11vs. OAK,11/18vs. DEN,11/25vs. ARI,12/02vs. PIT,12/09vs. CIN,12/13vs. KAN,12/22vs. BAL,12/30vs. DEN,01/06vs. BAL,01/13vs. NWE,Player_Address,09/10vs. OAK,09/16vs. ARI,09/23vs. LAC,09/27vs. MIN,10/07vs. SEA,10/14vs. DEN,10/21vs. SFO,10/28vs. GNB,11/04vs. NOR,11/11vs. SEA,11/19vs. KAN,12/02vs. DET,12/09vs. CHI,12/16vs. PHI,12/23vs. ARI,12/30vs. SFO,01/12vs. DAL,01/20vs. NOR,02/03vs. NWE,Player_Address,09/09vs. TEN,09/16vs. NYJ,09/23vs. OAK,09/30vs. NWE,10/07vs. CIN,10/14vs. CHI,10/21vs. DET,10/25vs. HOU,11/04vs. NYJ,11/11vs. GNB,11/25vs. IND,12/02vs. BUF,12/09vs. NWE,12/16vs. MIN,12/23vs. JAX,12/30vs. BUF,Player_Address,09/09vs. SFO,09/16vs. GNB,09/23vs. BUF,09/27vs. LAR,10/07vs. PHI,10/14vs. ARI,10/21vs. NYJ,10/28vs. NOR,11/04vs. DET,11/18vs. CHI,11/25vs. GNB,12/02vs. NWE,12/10vs. SEA,12/16vs. MIA,12/23vs. DET,12/30vs. CHI,Player_Address,09/09vs. TAM,09/16vs. CLE,09/23vs. ATL,09/30vs. NYG,10/08vs. WAS,10/21vs. BAL,10/28vs. MIN,11/04vs. LAR,11/11vs. CIN,11/18vs. PHI,11/22vs. ATL,11/29vs. DAL,12/09vs. TAM,12/17vs. CAR,12/23vs. PIT,12/30vs. CAR,01/13vs. PHI,01/20vs. LAR,09/09vs. HOU,09/16vs. JAX,09/23vs. DET,09/30vs. MIA,10/04vs. IND,10/14vs. KAN,10/21vs. CHI,10/29vs. BUF,11/04vs. GNB,11/11vs. TEN,11/25vs. NYJ,12/02vs. MIN,12/09vs. MIA,12/16vs. PIT,12/23vs. BUF,12/30vs. NYJ,01/13vs. LAC,01/20vs. KAN,02/03vs. LAR,09/09vs. JAX,09/16vs. DAL,09/23vs. HOU,09/30vs. NOR,10/07vs. CAR,10/11vs. PHI,10/22vs. ATL,10/28vs. WAS,11/12vs. SFO,11/18vs. TAM,11/25vs. PHI,12/02vs. CHI,12/09vs. WAS,12/16vs. TEN,12/23vs. IND,12/30vs. DAL,09/10vs. DET,09/16vs. MIA,09/20vs. CLE,09/30vs. JAX,10/07vs. DEN,10/14vs. IND,10/21vs. MIN,10/28vs. CHI,11/04vs. MIA,11/11vs. BUF,11/25vs. NWE,12/02vs. TEN,12/09vs. BUF,12/15vs. HOU,12/23vs. GNB,12/30vs. NWE,09/10vs. LAR,09/16vs. DEN,09/23vs. MIA,09/30vs. CLE,10/07vs. LAC,10/14vs. SEA,10/28vs. IND,11/01vs. SFO,11/11vs. LAC,11/18vs. ARI,11/25vs. BAL,12/02vs. KAN,12/09vs. PIT,12/16vs. CIN,12/24vs. DEN,12/30vs. KAN,09/06vs. ATL,09/16vs. TAM,09/23vs. IND,09/30vs. TEN,10/07vs. MIN,10/11vs. NYG,10/21vs. CAR,10/28vs. JAX,11/11vs. DAL,11/18vs. NOR,11/25vs. NYG,12/03vs. WAS,12/09vs. DAL,12/16vs. LAR,12/23vs. HOU,12/30vs. WAS,01/06vs. CHI,01/13vs. NOR,09/09vs. CLE,09/16vs. KAN,09/24vs. TAM,09/30vs. BAL,10/07vs. ATL,10/14vs. CIN,10/28vs. CLE,11/04vs. BAL,11/08vs. CAR,11/18vs. JAX,11/25vs. DEN,12/02vs. LAC,12/09vs. OAK,12/16vs. NWE,12/23vs. NOR,12/30vs. CIN,09/09vs. DEN,09/17vs. CHI,09/23vs. DAL,09/30vs. ARI,10/07vs. LAR,10/14vs. OAK,10/28vs. DET,11/04vs. LAC,11/11vs. LAR,11/15vs. GNB,11/25vs. CAR,12/02vs. SFO,12/10vs. MIN,12/16vs. SFO,12/23vs. KAN,12/30vs. ARI,01/05vs. DAL,09/09vs. MIN,09/16vs. DET,09/23vs. KAN,09/30vs. LAC,10/07vs. ARI,10/15vs. GNB,10/21vs. LAR,10/28vs. ARI,11/01vs. OAK,11/12vs. NYG,11/25vs. TAM,12/02vs. SEA,12/09vs. DEN,12/16vs. SEA,12/23vs. CHI,12/30vs. LAR,09/09vs. NOR,09/16vs. PHI,09/24vs. PIT,09/30vs. CHI,10/14vs. ATL,10/21vs. CLE,10/28vs. CIN,11/04vs. CAR,11/11vs. WAS,11/18vs. NYG,11/25vs. SFO,12/02vs. CAR,12/09vs. NOR,12/16vs. BAL,12/23vs. DAL,12/30vs. ATL,09/09vs. MIA,09/16vs. HOU,09/23vs. JAX,09/30vs. PHI,10/07vs. BUF,10/14vs. BAL,10/21vs. LAC,11/05vs. DAL,11/11vs. NWE,11/18vs. IND,11/26vs. HOU,12/02vs. NYJ,12/06vs. JAX,12/16vs. NYG,12/22vs. WAS,12/30vs. IND,09/09vs. ARI,09/16vs. IND,09/23vs. GNB,10/08vs. NOR,10/14vs. CAR,10/21vs. DAL,10/28vs. NYG,11/04vs. ATL,11/11vs. TAM,11/18vs. HOU,11/22vs. DAL,12/03vs. PHI,12/09vs. NYG,12/16vs. JAX,12/22vs. TEN,12/30vs. PHI
Phil Dawson,crd,2018,/players/D/dawsophi01,,,,,,,,Questionable: rightHip,,Questionable: rightHip,Questionable: rightHip,Injured Reserve: Hip,Injured Reserve: Hip,Injured Reserve: Hip,Injured Reserve: Hip,Injured Reserve: Hip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Edmonds,crd,2018,/players/E/EdmoCh00,,,,,,Questionable: Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Fitzgerald,crd,2018,/players/F/FitzLa00,,,Questionable: Hamstring,Questionable: Hamstring,Questionable: Hamstring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Foster,crd,2018,/players/F/FostD.01,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Gardeck,crd,2018,/players/G/GardDe01,,,Questionable: Ankle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markus Golden,crd,2018,/players/G/GoldMa00,Out: Knee,Questionable: Knee,Questionable: Knee,,Questionable: Knee,Questionable: Knee,,,,,,,,,Questionable: Ankle,Questionable: Ankle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Gresham,crd,2018,/players/G/GresJe00,Questionable: Achilles,Questionable: Achilles,Questionable: Achilles,,,,,Questionable: Heel,Questionable: Back,,,,,,,Injured Reserve: Achilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Gunter,crd,2018,/players/G/GuntRo00,,,,,,,,,,Questionable: NotInjuryRelated,,,,,Questionable: Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Holden,crd,2018,/players/H/HoldWi00,,,,,,,,,,,,,,,Questionable: Shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Humphries,crd,2018,/players/H/HumpD.00,,,,,,Questionable: Knee,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Iupati,crd,2018,/players/I/IupaMi20,,,,,,Questionable: Shoulder,Out: Back,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Kirk,crd,2018,/players/K/KirkCh01,,,,,,,,,,,,,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Logan,crd,2018,/players/L/LogaT.00,Questionable: Ankle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
